City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Brooks,CA,50.58,-111.89,62.6,33,75,12.75,broken clouds
364,Flinders,AU,-34.58,150.86,64.99,86,100,7.0,moderate rain
365,Verkhnyaya Inta,RU,65.98,60.31,36.5,92,100,15.99,overcast clouds
366,Tarakan,ID,3.3,117.63,81.55,78,100,8.19,moderate rain
367,Los Llanos De Aridane,ES,28.66,-17.92,64.4,88,75,11.41,light intensity drizzle
368,Araouane,ML,18.9,-3.53,86.43,14,0,3.51,clear sky
369,Innisfail,AU,-17.53,146.03,68.72,84,58,4.32,broken clouds
370,Cotonou,BJ,6.37,2.42,82.4,88,40,6.93,scattered clouds
371,Ponta Do Sol,PT,32.67,-17.1,62.6,67,40,9.17,scattered clouds
372,Port Hedland,AU,-20.32,118.57,75.2,73,0,11.41,clear sky
373,Hualmay,PE,-11.1,-77.61,68.63,67,22,10.54,few clouds
374,Columbus,US,39.96,-83.0,69.8,34,1,14.99,clear sky
375,Simao,CN,22.79,100.97,62.2,96,98,2.06,overcast clouds
376,Ponta Delgada,PT,37.73,-25.67,59.0,67,40,13.87,scattered clouds
377,Coihaique,CL,-45.58,-72.07,53.6,62,75,11.41,broken clouds
378,Wanaka,NZ,-44.7,169.15,61.0,80,98,5.01,light rain
379,Tahoua,NE,14.89,5.27,84.2,21,0,6.93,clear sky
380,El Dorado,US,38.77,-120.52,79.0,18,0,1.01,clear sky
381,Norsup,VU,-16.07,167.38,75.2,94,75,5.53,broken clouds
382,Wenling,CN,28.37,121.36,59.0,71,96,6.13,overcast clouds
383,Marienburg,PL,54.04,19.03,46.0,100,56,8.95,broken clouds
384,Paita,PE,-5.09,-81.11,75.2,64,0,14.99,clear sky
385,Onega,RU,63.91,38.14,41.63,86,100,9.31,overcast clouds
386,Barra Do Corda,BR,-5.5,-45.25,82.53,70,100,4.0,overcast clouds
387,Tagusao,PH,9.19,117.81,79.43,79,100,3.44,heavy intensity rain
388,Buta,CD,2.79,24.73,73.53,95,100,2.62,light rain
389,Tacuarembo,UY,-31.73,-55.98,68.7,56,0,12.71,clear sky
390,Margate,GB,51.38,1.39,51.01,66,0,7.31,clear sky
391,Marzuq,YE,14.4,46.47,62.1,30,0,1.86,clear sky
392,San Patricio,US,28.02,-97.52,82.4,42,40,13.87,scattered clouds
393,Alvaraes,BR,-3.22,-64.8,93.2,36,40,2.24,scattered clouds
394,Berlevag,NO,70.86,29.09,33.8,80,75,34.45,broken clouds
395,Acapulco,MX,16.86,-99.89,87.8,45,5,5.82,clear sky
396,Dudinka,RU,69.41,86.18,-0.4,91,0,6.71,clear sky
397,Eyl,SO,7.98,49.82,78.22,72,81,14.97,broken clouds
398,Botngard,NO,63.77,9.81,45.0,81,75,28.86,light rain
399,Eenhana,NA,-17.47,16.33,86.0,16,0,1.12,clear sky
400,Katsuura,JP,35.13,140.3,53.6,58,20,14.99,few clouds
401,Yerbogachen,RU,61.28,108.01,15.39,96,100,5.03,overcast clouds
402,Narsimhapur,IN,22.95,79.2,63.43,34,0,1.97,clear sky
403,Talnakh,RU,69.49,88.4,-0.4,91,0,6.71,clear sky
404,Skibbereen,IE,51.55,-9.27,44.6,75,75,4.7,broken clouds
405,Cartagena,CO,10.4,-75.51,87.8,74,40,11.41,scattered clouds
406,Wad Madani,SD,14.4,33.52,87.08,22,0,12.3,clear sky
407,Sayat,TM,38.78,63.88,51.8,29,0,9.17,clear sky
408,Hovd,MN,48.01,91.64,23.09,92,2,2.26,clear sky
409,Fort Nelson,CA,58.81,-122.7,6.8,84,40,5.37,scattered clouds
410,Fujin,CN,47.26,132.03,26.37,78,0,8.37,clear sky
411,Urengoy,RU,65.97,78.37,8.37,95,100,9.01,overcast clouds
412,Katobu,ID,-4.94,122.53,75.72,91,16,2.51,few clouds
413,Vawkavysk,BY,53.16,24.45,46.51,93,100,7.52,overcast clouds
414,Westport,US,41.14,-73.36,62.01,54,1,5.82,clear sky
415,Denpasar,ID,-8.65,115.22,79.52,84,42,8.05,light rain
416,Yulara,AU,-25.24,130.99,71.6,49,2,13.87,clear sky
417,Demirci,TR,39.05,28.66,44.19,87,19,6.85,few clouds
418,Kumasi,GH,6.69,-1.62,77.85,77,100,4.09,overcast clouds
419,Santo Domingo,DO,18.5,-69.99,86.0,79,90,5.82,overcast clouds
420,Dunedin,NZ,-45.87,170.5,66.99,64,85,5.01,overcast clouds
421,Vestmannaeyjar,IS,63.44,-20.27,46.4,81,90,17.22,overcast clouds
422,La Rochelle,FR,46.17,-1.15,46.4,75,0,11.41,clear sky
423,Batabano,CU,22.72,-82.29,80.6,78,75,16.11,broken clouds
424,The Pas,CA,53.83,-101.25,33.8,99,20,2.24,few clouds
425,Bunia,CD,1.57,30.25,65.07,80,0,3.04,clear sky
426,Begoro,GH,6.39,-0.38,74.41,89,100,3.27,light rain
427,Vanavara,RU,60.34,102.28,17.26,96,100,7.58,overcast clouds
428,Anloga,GH,5.79,0.9,82.4,83,40,6.93,scattered clouds
429,Hasaki,JP,35.73,140.83,44.6,87,75,4.7,broken clouds
430,Moanda,GA,-1.56,13.22,77.0,94,20,2.24,thunderstorm
431,Broome,US,42.25,-75.83,62.01,38,1,12.75,clear sky
432,Zavetnoye,RU,47.12,43.89,49.42,54,86,8.14,overcast clouds
433,Nikel,RU,69.41,30.22,37.4,86,75,28.86,broken clouds
434,Sao Filipe,CV,14.9,-24.5,77.25,80,100,7.23,overcast clouds
435,Lebu,CL,-37.62,-73.65,55.8,61,0,9.51,clear sky
436,Chernyshevskiy,RU,63.01,112.47,10.45,97,88,1.92,overcast clouds
437,Noumea,NC,-22.28,166.46,71.6,94,90,1.12,overcast clouds
438,Nanortalik,GL,60.14,-45.24,33.08,89,100,7.38,overcast clouds
439,Lorengau,PG,-2.02,147.27,80.96,77,96,3.76,moderate rain
440,Morro Bay,US,35.37,-120.85,86.0,19,0,5.01,clear sky
441,Kavieng,PG,-2.57,150.8,83.05,72,100,1.63,light rain
442,Svetlogorsk,BY,52.63,29.73,43.02,91,27,8.05,scattered clouds
443,Kloulklubed,PW,7.04,134.26,77.0,94,90,11.45,overcast clouds
444,Cabedelo,BR,-6.98,-34.83,82.4,74,0,13.87,clear sky
445,Naze,JP,28.37,129.48,69.8,64,75,13.87,broken clouds
446,Caravelas,BR,-17.71,-39.25,72.36,84,100,6.8,heavy intensity rain
447,Seymchan,RU,62.88,152.43,-2.97,91,100,6.67,light snow
448,Cape Canaveral,US,28.41,-80.6,79.0,53,75,13.87,broken clouds
449,Namestovo,SK,49.41,19.48,46.99,3,100,3.0,light rain
450,Namatanai,PG,-3.67,152.43,80.65,79,100,7.27,light rain
451,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,37.4,51,100,13.42,overcast clouds
452,Kimbe,PG,-5.55,150.14,75.6,86,99,4.0,overcast clouds
453,Imeni Poliny Osipenko,RU,52.42,136.49,12.7,88,3,3.67,clear sky
454,Glenwood Springs,US,39.55,-107.32,61.0,52,1,4.7,clear sky
455,Antigonish,CA,45.62,-62.0,37.99,41,39,3.0,scattered clouds
456,Gouyave,GD,12.16,-61.73,86.0,66,20,17.22,few clouds
457,Mmathubudukwane,BW,-24.6,26.43,75.2,60,0,4.7,clear sky
458,Aykhal,RU,66.0,111.5,-4.0,83,90,2.24,light shower snow
459,Zaqatala,AZ,41.63,46.64,59.0,87,75,2.24,broken clouds
460,Inskoy,RU,54.43,86.44,28.6,93,100,20.74,overcast clouds
461,Merrill,US,45.18,-89.68,71.6,26,1,10.29,clear sky
462,Mandalgovi,MN,45.76,106.27,30.72,76,100,14.67,overcast clouds
463,Wufeng,CN,27.45,104.83,43.29,96,100,3.91,overcast clouds
464,Saint-Louis,SN,16.33,-15.0,95.0,36,0,2.33,clear sky
465,Faya,SA,18.39,42.45,62.6,82,20,4.7,few clouds
466,Kununurra,AU,-15.77,128.73,77.0,78,0,3.36,clear sky
467,Klaebu,NO,63.3,10.48,42.8,87,75,18.34,broken clouds
468,Tilichiki,RU,60.47,166.1,34.07,100,100,24.87,moderate rain
469,Miri,MY,4.41,114.01,75.2,94,40,9.17,scattered clouds
470,Grafton,US,42.21,-71.69,57.0,50,1,14.99,clear sky
471,Huntsville,US,34.73,-86.59,71.01,34,1,4.97,clear sky
472,Dakar,SN,14.69,-17.44,86.0,70,0,4.7,clear sky
473,Lavumisa,SZ,-27.31,31.89,86.0,51,100,9.17,overcast clouds
474,Klyuchi,RU,52.27,79.17,32.59,85,100,18.14,overcast clouds
475,Parfenyevo,RU,58.48,43.41,42.84,95,100,6.26,overcast clouds
476,Batyrevo,RU,55.07,47.61,39.65,91,3,2.21,clear sky
477,Omsukchan,RU,62.53,155.8,0.54,90,100,6.87,light snow
478,Cuamba,MZ,-14.8,36.54,80.71,36,7,4.12,clear sky
479,Meadow Lake,US,34.8,-106.54,73.0,26,20,6.67,few clouds
480,Ancud,CL,-41.87,-73.82,57.99,87,75,18.34,broken clouds
481,Bayir,TR,37.27,28.22,62.6,45,0,11.41,clear sky
482,Pozo Colorado,PY,-23.49,-58.8,94.86,15,0,6.78,clear sky
483,Dhar,IN,22.6,75.3,66.2,42,0,4.7,clear sky
484,Juazeiro,BR,-9.41,-40.5,75.2,88,75,2.24,light rain
485,Sangar,RU,63.92,127.47,-0.94,91,100,7.47,overcast clouds
486,Northam,GB,51.03,-4.22,46.0,91,29,1.99,scattered clouds
487,Nouadhibou,MR,20.93,-17.03,68.0,82,0,14.99,clear sky
488,Posse,BR,-14.09,-46.37,78.19,70,81,4.72,moderate rain
489,Nishihara,JP,26.18,127.76,73.4,49,75,13.87,broken clouds
490,Alikovo,RU,55.74,46.75,39.2,93,90,8.95,mist
491,Sulangan,PH,11.14,123.72,81.0,80,100,7.67,moderate rain
492,Tiarei,PF,-17.53,-149.33,84.2,70,40,16.11,scattered clouds
493,Sambava,MG,-14.27,50.17,72.41,81,1,9.22,clear sky
494,Ringkobing,DK,56.09,8.24,48.99,81,4,3.0,clear sky
495,Bilma,NE,18.69,12.92,75.56,20,0,6.71,clear sky
496,Sakakah,SA,29.97,40.21,68.0,49,0,8.05,clear sky
497,Teguldet,RU,57.31,88.17,27.79,97,100,17.85,snow
498,Yabassi,CM,4.46,9.97,80.6,100,75,2.24,thunderstorm with light rain
499,Kundiawa,PG,-6.02,144.97,61.65,80,92,0.63,overcast clouds
500,Ust-Nera,RU,64.57,143.2,1.02,85,100,6.2,overcast clouds
501,Manacapuru,BR,-3.3,-60.62,87.8,55,20,3.36,few clouds
502,Leh,IN,34.17,77.58,28.49,69,10,4.09,clear sky
503,Saint-Jovite,CA,46.12,-74.6,46.4,61,89,2.24,overcast clouds
504,San Policarpo,PH,12.18,125.51,79.59,83,100,6.38,moderate rain
505,Sheltozero,RU,61.37,35.37,45.3,86,100,12.19,light rain
506,Hearst,CA,49.68,-83.67,33.8,100,94,5.82,overcast clouds
507,Tommot,RU,58.96,126.29,13.84,94,97,5.73,overcast clouds
508,Assomada,CV,15.1,-23.68,78.8,74,0,10.29,clear sky
509,Poronaysk,RU,49.22,143.12,29.34,88,12,11.41,few clouds
510,Boone,US,39.03,-92.33,73.99,25,94,4.0,overcast clouds
511,Wanlaweyn,SO,2.62,44.89,76.78,88,95,12.41,light rain
512,Yalova,TR,40.66,29.28,55.4,87,75,6.93,broken clouds
513,Quatre Cocos,MU,-20.21,57.76,73.0,83,75,6.93,shower rain
514,Bolgatanga,GH,10.79,-0.85,87.24,30,5,1.79,clear sky
515,Asuncion,PY,-25.3,-57.64,91.4,16,0,10.29,clear sky
516,Gizo,SB,-8.1,156.84,82.63,76,100,8.37,moderate rain
517,Antofagasta,CL,-23.65,-70.4,66.0,68,40,19.46,scattered clouds
518,Lixourion,GR,38.2,20.43,62.6,88,40,0.18,scattered clouds
519,Oranjestad,AW,12.52,-70.03,84.2,70,75,21.92,shower rain
520,Cao Bang,VN,22.67,106.25,63.19,76,85,1.07,overcast clouds
521,Kibala,TD,9.11,18.35,82.4,69,0,2.44,clear sky
522,Cockburn Town,TC,21.46,-71.14,84.2,66,75,12.75,broken clouds
523,Batemans Bay,AU,-35.72,150.18,51.01,96,100,7.0,moderate rain
524,Caxito,AO,-8.58,13.66,78.8,74,20,3.36,few clouds
525,Mahanoro,MG,-19.9,48.8,71.92,83,29,6.91,scattered clouds
526,Hamilton,US,39.18,-84.53,70.0,32,20,13.87,few clouds
527,Mahibadhoo,MV,3.78,72.97,82.78,73,69,2.91,broken clouds
528,Cabungan,PH,16.34,120.0,80.17,82,100,6.76,overcast clouds
529,Usinsk,RU,65.99,57.53,36.43,95,100,9.53,overcast clouds
530,Zhanaozen,KZ,43.3,52.8,62.91,27,100,12.37,overcast clouds
531,Llangefni,GB,53.26,-4.31,50.0,81,75,4.7,broken clouds
532,Veraval,IN,20.9,70.37,80.47,58,0,2.64,clear sky
533,Mineros,BO,-17.12,-63.23,98.6,22,0,5.82,clear sky
534,Coolum Beach,AU,-26.53,153.1,66.0,89,0,1.01,clear sky
535,Moindou,NC,-21.69,165.68,71.6,94,90,1.12,overcast clouds
536,Sept-Iles,CA,50.2,-66.38,33.8,43,54,8.05,broken clouds
537,Caborca,MX,30.58,-111.1,89.01,27,43,1.01,scattered clouds
538,La Ronge,CA,55.1,-105.28,42.8,93,75,5.82,light rain
539,San Jeronimo,PE,-11.95,-75.28,63.52,40,6,4.36,light rain
540,Bocas Del Toro,PA,9.33,-82.25,66.0,100,100,3.0,light rain
541,Grants,US,35.15,-107.85,66.2,24,1,8.05,clear sky
542,Sisimiut,GL,66.94,-53.67,26.92,97,100,24.27,snow
543,Grand Gaube,MU,-20.01,57.66,73.0,71,73,5.99,broken clouds
544,Matadi,CD,-5.82,13.45,81.97,74,11,4.0,few clouds
545,Harnoli,PK,32.28,71.55,68.61,23,0,3.31,clear sky
546,Tortoli,IT,39.93,9.66,64.4,82,75,2.24,broken clouds
547,Lar,IN,26.2,83.97,66.81,32,0,1.92,clear sky
548,Labuhan,ID,-6.88,112.21,79.59,84,100,7.36,light rain
549,Padang,ID,-0.95,100.35,78.08,71,100,3.29,moderate rain
550,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,86.94,24,60,8.7,broken clouds
551,Vila Franca Do Campo,PT,37.72,-25.43,59.0,67,40,13.87,scattered clouds
552,Belaya Gora,RU,68.53,146.42,-17.07,80,56,4.09,broken clouds
553,Gravelbourg,CA,49.88,-106.55,64.4,34,85,24.16,overcast clouds
554,Ust-Tsilma,RU,65.44,52.15,38.12,85,92,6.8,overcast clouds
555,Salalah,OM,17.02,54.09,75.2,64,0,2.24,clear sky
556,Kruisfontein,ZA,-34.0,24.73,69.01,80,100,3.0,overcast clouds
557,Parit Buntar,MY,5.13,100.49,78.8,94,20,2.35,few clouds
558,Ambon,ID,-3.7,128.18,81.0,92,82,5.41,broken clouds
559,Kuhdasht,IR,33.53,47.61,53.29,59,0,0.83,clear sky
560,Viedma,AR,-40.81,-63.0,88.63,23,100,21.05,light rain
561,Taoudenni,ML,22.68,-3.98,79.23,16,0,3.85,clear sky
562,Vangaindrano,MG,-23.35,47.6,71.69,85,93,7.85,overcast clouds
563,Rundu,NA,-17.93,19.77,79.74,41,67,6.58,broken clouds
564,Maxixe,MZ,-23.86,35.35,78.8,83,40,13.87,scattered clouds
565,Matay,EG,28.42,30.78,67.62,52,0,7.7,clear sky
566,Rehoboth,NA,-23.32,17.08,64.9,29,0,14.45,clear sky
567,Burley,US,42.54,-113.79,68.0,15,1,9.17,clear sky
568,Tura,IN,25.52,90.22,63.86,57,0,0.65,clear sky
569,Strelka,RU,58.07,93.03,28.24,97,100,12.3,overcast clouds
570,Buraydah,SA,26.33,43.98,69.8,28,0,4.7,clear sky
571,Raypur,IN,22.41,88.51,75.2,64,40,4.79,haze
572,Stepnoye,RU,51.4,46.87,42.01,74,0,3.0,clear sky
573,Beidao,CN,34.57,105.89,49.82,71,100,0.43,light rain
574,Weihai,CN,37.5,122.11,53.33,62,79,10.69,broken clouds
575,Kavaratti,IN,10.57,72.64,82.67,76,91,6.87,overcast clouds
576,Teya,RU,60.38,92.63,23.88,95,100,10.04,light snow
577,Yarmouth,US,41.71,-70.23,53.01,57,1,12.75,clear sky
578,Chapais,CA,49.78,-74.85,23.0,92,90,9.17,overcast clouds
579,Samarai,PG,-10.62,150.67,79.68,82,77,11.03,light rain
580,Alice Springs,AU,-23.7,133.88,71.6,46,0,8.05,clear sky
581,Gamba,GA,-2.65,10.0,76.64,91,100,3.47,overcast clouds
582,Baruun-Urt,MN,46.68,113.28,21.29,86,77,2.55,broken clouds
583,Vitim,RU,59.45,112.56,22.53,97,100,5.28,light snow
584,Chicama,PE,-7.84,-79.15,66.2,72,3,12.75,clear sky
585,Sakaiminato,JP,35.55,133.23,42.8,93,20,8.05,few clouds
586,Biloela,AU,-24.42,150.5,64.33,84,0,3.78,clear sky
587,Olga,RU,43.74,135.29,28.13,80,97,3.78,overcast clouds
588,Bubaque,GW,11.28,-15.83,84.15,74,31,11.03,light rain
589,Mafinga,TZ,-7.25,35.07,73.4,53,0,7.83,clear sky
590,Ulaangom,MN,49.98,92.07,21.34,80,77,3.94,broken clouds
591,La Rioja,ES,42.25,-2.5,48.99,81,75,2.24,broken clouds
592,Shakawe,BW,-18.37,21.85,81.61,35,91,3.87,overcast clouds
593,Razdolnoye,RU,43.55,131.92,15.8,85,8,6.71,clear sky
594,Gorontalo,ID,0.54,123.06,74.98,88,0,2.06,clear sky
595,Acarau,BR,-2.89,-40.12,89.6,59,0,19.46,clear sky
596,Almaznyy,RU,48.04,40.05,50.0,76,0,13.42,clear sky
597,Lavrentiya,RU,65.58,-171.0,22.86,96,100,8.3,light snow
598,Taltal,CL,-25.4,-70.48,63.81,61,27,7.56,scattered clouds
599,Antalaha,MG,-14.9,50.28,70.27,81,100,6.98,overcast clouds
600,Avera,US,33.19,-82.53,71.6,21,1,6.93,clear sky
601,Aguada De Pasajeros,CU,22.39,-80.85,82.4,78,40,12.75,shower rain
602,Huarmey,PE,-10.07,-78.15,69.8,64,3,12.03,clear sky
603,Satipo,PE,-11.25,-74.64,96.08,29,48,1.88,scattered clouds
604,Nelidovo,RU,56.22,32.78,44.82,90,100,7.87,light rain
605,Biak,ID,-0.91,122.88,77.41,78,0,2.98,clear sky
606,Fortuna,US,40.6,-124.16,70.0,59,20,5.82,few clouds
607,Zhangye,CN,38.93,100.45,36.25,65,0,0.43,clear sky
608,Kailua,US,21.4,-157.74,81.0,78,90,6.93,overcast clouds
609,Pilar,BR,-9.6,-35.96,84.2,70,0,10.29,clear sky
610,Mabopane,ZA,-25.5,28.1,64.4,82,60,1.12,broken clouds
611,Taitung,TW,22.76,121.14,70.92,69,99,10.94,overcast clouds
612,Port Macquarie,AU,-31.43,152.92,55.99,98,91,6.13,overcast clouds
613,Macomb,US,40.46,-90.67,71.6,35,1,14.99,clear sky
614,Portland,US,45.52,-122.68,66.2,72,90,11.41,overcast clouds
615,Grindavik,IS,63.84,-22.43,44.6,81,75,24.16,broken clouds
616,Chokwe,MZ,-24.53,32.98,82.2,55,98,5.26,overcast clouds
617,Ranghulu,CN,46.65,124.87,27.81,79,0,2.71,clear sky
618,Balabac,PH,7.99,117.06,81.05,81,100,9.8,light rain
619,Brigantine,US,39.41,-74.36,64.4,45,1,10.29,clear sky
620,Sitka,US,57.05,-135.33,39.2,86,75,4.7,broken clouds
621,College,US,64.86,-147.8,-25.6,67,20,1.07,few clouds
622,Nchelenge,ZM,-9.35,28.73,78.04,61,69,3.98,broken clouds
623,Port Shepstone,ZA,-30.74,30.45,71.6,85,100,8.08,overcast clouds
624,Yeniseysk,RU,58.45,92.17,28.51,98,100,11.74,overcast clouds
625,Primorsko,BG,42.27,27.77,55.4,71,40,13.87,scattered clouds
626,Ixtapa,MX,20.7,-105.2,86.0,45,5,6.93,clear sky
627,Maragogi,BR,-9.01,-35.22,81.34,68,17,12.62,few clouds
628,Tibiri,NE,13.56,7.05,84.2,28,26,4.7,dust
629,Luganville,VU,-15.53,167.17,75.2,94,75,3.38,broken clouds
630,Porto Novo,BJ,6.5,2.6,82.4,88,40,6.93,scattered clouds
631,Petrinja,HR,45.44,16.29,52.0,87,90,6.93,drizzle
632,Lakes Entrance,AU,-37.88,147.98,51.01,95,95,14.34,overcast clouds
633,Synya,RU,65.37,58.04,37.49,96,100,6.98,overcast clouds
634,Shingu,JP,33.73,135.98,45.82,70,0,5.75,clear sky
635,Adeje,ES,28.12,-16.73,72.0,77,40,18.34,scattered clouds
636,Banyo,CM,6.75,11.82,69.51,72,19,3.36,few clouds
637,Takoradi,GH,4.88,-1.76,80.47,81,4,6.51,clear sky
638,Povenets,RU,62.85,34.83,44.22,89,100,11.9,light rain
639,Shwebo,MM,22.57,95.7,72.97,94,37,6.08,moderate rain
640,Passos,BR,-20.72,-46.61,79.92,35,6,6.51,clear sky
641,Fredericton,CA,45.95,-66.67,33.8,26,90,4.7,overcast clouds
642,Nioro,GM,13.35,-15.75,84.33,57,30,10.92,scattered clouds
643,Vallenar,CL,-28.57,-70.76,77.05,34,15,8.72,few clouds
644,Sungaipenuh,ID,-2.08,101.38,66.52,93,100,0.83,overcast clouds
645,Fuzhou,CN,26.06,119.31,64.4,72,0,13.42,clear sky
646,Pudozh,RU,61.81,36.53,44.47,89,100,9.48,light rain
647,Russellville,US,35.28,-93.13,71.6,37,1,5.82,clear sky
648,Livramento,BR,-3.03,-60.18,87.8,55,20,3.36,few clouds
649,Oxford,GB,51.75,-1.26,41.0,93,0,4.36,clear sky
650,Katangli,RU,51.71,143.23,24.12,85,62,18.54,broken clouds
651,Nakamura,JP,32.98,132.93,45.55,72,0,3.44,clear sky
652,Bolu,TR,40.67,31.58,44.46,82,76,4.88,broken clouds
653,Spas-Demensk,RU,54.41,34.02,41.2,94,49,6.85,scattered clouds
654,Changli,CN,39.7,119.15,44.49,63,10,4.41,clear sky
655,Tonj,SS,7.27,28.68,77.74,74,4,3.47,clear sky
656,Cherusti,RU,55.55,40.01,41.07,94,81,5.46,broken clouds
657,Abancay,PE,-13.63,-72.88,59.0,58,40,10.29,scattered clouds
658,Kalevala,RU,65.2,31.17,38.91,84,75,9.44,broken clouds
659,Kembe,CF,4.62,21.89,73.31,87,87,2.28,light rain
660,Seoul,KR,37.57,126.98,39.2,57,75,2.68,broken clouds
661,Shaowu,CN,27.34,117.48,54.27,65,34,1.99,light rain
662,Launceston,AU,-41.45,147.17,46.99,70,38,9.17,scattered clouds
663,Havelock,US,34.88,-76.9,71.6,43,1,9.17,clear sky
664,Linqiong,CN,30.42,103.46,57.99,100,75,4.47,mist
665,Arawa,PG,-6.21,155.54,77.02,77,100,0.67,overcast clouds
666,Santo Angelo,BR,-28.3,-54.26,82.99,17,0,3.0,clear sky
667,Kachug,RU,53.96,105.88,19.24,94,41,3.29,scattered clouds
668,Tomatlan,MX,19.93,-105.25,91.94,36,31,5.59,scattered clouds
669,Ekibastuz,KZ,51.67,75.37,32.81,83,99,20.13,overcast clouds
670,Mehamn,NO,71.04,27.85,39.2,81,40,20.8,scattered clouds
671,Conde,BR,-7.26,-34.91,82.4,74,0,13.87,clear sky
672,San Jose,US,37.34,-121.89,73.0,59,20,3.36,haze
673,Uvira,CD,-3.41,29.15,76.98,60,100,0.54,overcast clouds
674,Bongor,TD,10.28,15.37,85.03,26,0,7.11,clear sky
675,Honningsvag,NO,70.98,25.97,39.2,78,40,20.8,scattered clouds
676,Kirkuk,IQ,35.47,44.39,73.22,32,100,6.08,light rain
677,Palmer,US,42.16,-72.33,61.0,47,20,9.17,few clouds
678,Makakilo City,US,21.35,-158.09,82.4,69,1,10.29,clear sky
679,Nuevo Progreso,MX,23.17,-97.95,84.99,41,3,4.0,clear sky
680,Sibolga,ID,1.74,98.78,77.27,77,96,3.09,overcast clouds
681,Poum,NC,-20.23,164.02,75.58,81,22,8.52,few clouds
682,Inhambane,MZ,-23.86,35.38,78.8,83,40,13.87,scattered clouds
683,Soe,ID,-9.86,124.28,67.37,81,80,3.8,broken clouds
684,Las Guacamayas,MX,18.02,-102.22,89.17,46,0,4.0,clear sky
685,Kisangani,CD,0.52,25.2,75.29,80,75,2.26,broken clouds
686,Celestun,MX,20.87,-90.4,80.74,71,100,20.87,overcast clouds
687,Novaya Igirma,RU,57.13,103.91,24.33,94,100,10.13,overcast clouds
688,Parrita,CR,9.52,-84.32,69.8,94,75,8.05,mist
689,Manzhouli,CN,49.6,117.43,20.07,94,93,9.28,overcast clouds
690,Bahia De Caraquez,EC,-0.6,-80.42,82.4,61,20,14.99,few clouds
691,Manggar,ID,-2.88,108.27,77.97,88,100,11.12,heavy intensity rain
692,Bandar,ID,2.05,99.75,73.74,91,99,1.32,overcast clouds
693,High Prairie,CA,55.43,-116.49,24.8,79,0,1.12,clear sky
694,Chitral,PK,35.85,71.79,51.98,35,0,5.93,clear sky
695,Ushibuka,JP,32.19,130.02,55.33,54,0,6.2,clear sky
696,Kasongo-Lunda,CD,-6.47,16.82,72.95,91,100,1.83,moderate rain
697,Rabo De Peixe,PT,37.8,-25.58,59.0,67,40,13.87,scattered clouds
698,Kudahuvadhoo,MV,2.67,72.89,82.8,70,42,2.91,scattered clouds
699,Tyazhinskiy,RU,56.12,88.52,27.82,97,100,26.64,snow
700,Manta,EC,-0.95,-80.73,82.4,61,20,14.99,few clouds
701,Sola,VU,-13.88,167.55,77.0,94,75,7.85,broken clouds
702,Lucapa,AO,-8.42,20.74,66.51,99,100,7.9,moderate rain
703,Valparaiso,CL,-33.04,-71.63,60.8,67,75,8.05,light rain
704,Bijawar,IN,24.63,79.5,64.15,29,0,3.13,clear sky
705,Palafrugell,ES,41.92,3.16,55.0,59,21,15.01,few clouds
706,Pidhaytsi,UA,49.27,25.13,46.4,87,40,8.95,scattered clouds
707,Shadrinsk,RU,56.09,63.63,35.94,83,0,12.01,clear sky
708,Corning,US,42.14,-77.05,69.8,26,1,11.41,clear sky
709,San Carlos De Bariloche,AR,-41.15,-71.31,46.4,65,40,27.51,shower rain
710,Meulaboh,ID,4.14,96.13,76.06,88,100,4.09,overcast clouds
711,Aketi,CD,2.74,23.78,76.57,78,14,3.18,few clouds
712,Svetlograd,RU,45.34,42.85,42.8,75,0,4.47,clear sky
713,Bafata,GW,12.17,-14.75,79.07,77,28,5.7,scattered clouds
714,Asyut,EG,27.18,31.18,68.0,45,0,10.29,clear sky
715,La Sarre,CA,48.8,-79.2,36.0,98,100,6.93,overcast clouds
716,Benemerito De Las Americas,MX,16.52,-90.64,72.55,85,100,7.92,overcast clouds
717,Dickinson,US,29.46,-95.05,78.01,57,20,11.41,few clouds
